"Order Number ","Reason"," Cancelled By ","Note"," Subtotal Price"," Shipping Cost"," Total Price ","Cancelled Date","Order Date",""
"Lvs7884","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","620","50","670","2024-06-03 16:42:41","2024-06-02 10:06:16",""
"Lvs6553","OTHER","Agamy","","560","70","70","2024-06-03 16:32:19","2024-05-25 10:24:24",""
"Lvs6561","OTHER","Agamy","","1270","50","50","2024-06-03 16:31:49","2024-05-25 10:24:24",""
"Lvs6903","OTHER","Agamy","","600","70","70","2024-06-03 16:29:58","2024-05-26 17:13:06",""
"Lvs7747","OTHER","Agamy","","750","50","50","2024-06-03 16:16:32","2024-06-01 10:08:13",""
"Lvs7339","CUSTOMER_REQUEST","Nermin ","ملغي","670","70","740","2024-06-03 15:34:23","2024-05-29 10:10:50",""
"Lvs7341","INVENTORY","Nermin ","ملغي برغبة العميلة","180","50","230","2024-06-03 15:31:43","2024-05-29 10:10:50",""
"Lvs7724","INVENTORY","Randa","القطعة غير متاحة","650","80","730","2024-06-03 15:27:31","2024-06-01 10:08:13",""
"Lvs7724","INVENTORY","Randa","القطعة غير متاحة","650","80","730","2024-06-03 15:27:30","2024-06-01 10:08:13",""
"Lvs7356","INVENTORY","Nermin ","ملغي برغبة العميلة","450","50","500","2024-06-03 15:02:22","2024-05-29 10:10:50",""
"Lvs7978","OTHER","Yara","طلب العميلة","320","50","370","2024-06-03 14:46:51","2024-06-02 10:06:20",""
"Lvs7318","OTHER","Yara","هتروح جالريا مول","990","50","1040","2024-06-03 14:33:37","2024-05-29 10:10:48",""
"Lvs7677","CUSTOMER_REQUEST","Noor","رغبة العميلة","960","50","1010","2024-06-03 14:04:02","2024-06-01 10:08:11",""
"Lvs7646","CUSTOMER_REQUEST","Noor","رغبة العميلة","705","50","755","2024-06-03 14:01:54","2024-06-01 10:08:09",""
"Lvs7414","BROUGHT_FROM_STORE","Nermin ","ملغي","195","40","235","2024-06-03 14:01:00","2024-05-29 18:19:17",""
"Lvs8061","OTHER","Yara","ملغي نواقص","320","40","360","2024-06-03 13:54:13","2024-06-03 11:44:25",""
"Lvs7981","OTHER","Yara","اشترت من الفرع","1810","50","1860","2024-06-03 13:45:19","2024-06-02 10:06:20",""
"Lvs7944","OTHER","Nermin ","ملغي","1160","50","1210","2024-06-03 13:43:07","2024-06-02 10:06:18",""
"Lvs7551","OTHER","Yara","مش حابة البديل","320","80","400","2024-06-03 13:42:23","2024-06-02 12:41:21",""
"Lvs7419","INVENTORY","Randa","القطعة غير متاحة","180","50","230","2024-06-03 13:28:24","2024-05-29 18:19:17",""
"Lvs7925","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي","360","50","410","2024-06-03 13:13:14","2024-06-02 10:06:18",""
"Lvs7926","REPEATED_ORDER","Nermin ","ملغي","670","80","750","2024-06-03 12:53:14","2024-06-02 10:06:18",""
"Lvs7783","INVENTORY","Fatma","ملغي","800","50","850","2024-06-03 12:39:46","2024-06-01 10:08:15",""
"Lvs7966","INVENTORY","Fatma","ملغي","860","75","935","2024-06-03 12:39:20","2024-06-02 10:06:18",""
"Lvs7904","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","850","80","930","2024-06-03 12:28:58","2024-06-02 10:06:16",""
"Lvs7675","CUSTOMER_REQUEST","Noor","رغبة العميلة","970","50","1020","2024-06-03 12:18:56","2024-06-01 10:08:11",""
"Lvs7673","CUSTOMER_REQUEST","Nermin ","ملغي","450","50","500","2024-06-03 12:15:24","2024-06-01 10:08:11",""
"Lvs7792","INVENTORY","Fatma","مملغي القطعه مش موجودة وهتجيب من الفرع","2760","50","2810","2024-06-03 12:13:11","2024-06-01 10:08:15",""
"Lvs7496","CUSTOMER_REQUEST","Nermin ","ملغي","900","50","950","2024-06-03 10:22:10","2024-05-30 15:48:46",""
"Lvs7802","CUSTOMER_REQUEST","Nermin ","ملغي","490","50","540","2024-06-03 09:50:56","2024-06-01 10:08:15",""
"Lvs7782","CUSTOMER_REQUEST","Nermin ","ملغي","450","50","500","2024-06-02 21:11:31","2024-06-01 10:08:15",""
"Lvs7914","OTHER","Nermin ","ملغي برغبتها","320","50","370","2024-06-02 21:08:03","2024-06-02 10:06:16",""
"Lvs7801","INVENTORY","Nermin ","ملغي برغبتها","600","50","650","2024-06-02 20:52:42","2024-06-01 10:08:15",""
"Lvs7842","CUSTOMER_REQUEST","Nermin ","ملغي","980","50","1030","2024-06-02 20:19:36","2024-06-01 10:08:17",""
"Lvs7825","OTHER","Nermin ","ملغي","960","50","1010","2024-06-02 20:16:49","2024-06-01 10:08:17",""
"Lvs7740","OTHER","Nermin ","ملغي برغبتها","450","40","490","2024-06-02 19:24:19","2024-06-01 10:08:13",""
"Lvs7824","OTHER","Agamy","0","640","50","690","2024-06-02 18:17:07","2024-06-01 10:08:17",""
"Lvs7941","OTHER","Agamy","0","1500","50","1550","2024-06-02 17:51:07","2024-06-02 10:06:18",""
"Lvs7759","OTHER","Yara","مش حابة البديل","180","50","230","2024-06-02 17:25:42","2024-06-01 10:08:15",""
"Lvs7939","CUSTOMER_REQUEST","Nermin ","ملغي","160","50","210","2024-06-02 17:14:49","2024-06-02 10:06:18",""
"Lvs7735","OTHER","Yara","القطعة غير متاحة","650","50","700","2024-06-02 17:08:24","2024-06-01 10:08:13",""
"Lvs7722","OTHER","Yara","مش حابة البديل","650","50","700","2024-06-02 17:03:44","2024-06-01 10:08:13",""
"Lvs7751","OTHER","Yara","القطعة غير متاحة","495","50","545","2024-06-02 16:59:39","2024-06-01 10:08:13",""
"Lvs7707","","Nermin ","ملغي","450","50","500","2024-06-02 15:54:49","2024-06-01 10:08:13",""
"Lvs7666","","Nermin ","ملغي برغبة العميلة","600","50","650","2024-06-02 15:21:21","2024-06-01 10:08:11",""
"Lvs7634","","Nermin ","ملغي","320","70","390","2024-06-02 14:52:36","2024-06-02 10:06:10",""
"Lvs7640","","Nermin ","ملغي","1300","80","1380","2024-06-02 14:40:33","2024-06-01 10:08:09",""
"Lvs7620","","Nermin ","ملغي","495","50","545","2024-06-02 14:39:10","2024-06-01 10:08:09",""
"Lvs7848","","Nermin ","ملغي","320","50","370","2024-06-02 14:10:51","2024-06-01 10:08:17",""
"Lvs7916","","Fatma","ملغي","220","50","270","2024-06-02 14:06:15","2024-06-02 10:06:16",""
"Lvs7520","","Nermin ","ملغي برغبة العميلة","680","50","730","2024-06-02 14:06:15","2024-05-30 12:43:02",""
"Lvs7614","","Nermin ","ملغي برغبة العميلة","670","80","750","2024-06-02 13:28:57","2024-06-01 10:08:09",""
"Lvs7823","","Nermin ","ملغي","450","50","500","2024-06-02 13:03:31","2024-06-01 10:08:17",""
"Lvs7817","","Nermin ","ملغي","480","50","530","2024-06-02 13:00:03","2024-06-01 10:08:17",""
"Lvs7809","","Nermin ","ملغي برغبة العميلة","650","50","700","2024-06-02 12:55:01","2024-06-01 10:08:17",""
"Lvs7519","","Randa","طلب العميلة بالالغاء","180","70","250","2024-06-02 11:55:08","2024-05-30 16:44:29",""
"Lvs7524","","Nermin ","ملغي برغبة العميلة","900","50","950","2024-06-02 11:24:17","2024-05-30 12:43:02",""
"Lvs7514","","Nermin ","ملغي لعدم وجود رد","660","80","740","2024-06-02 10:40:43","2024-05-30 10:26:22",""
"Lvs7584","","Nermin ","ملغي برغبة العميلة","1340","50","1390","2024-06-02 10:22:22","2024-05-30 17:37:37",""
"Lvs7556","","Nermin ","ملغي برغبة العميلة","1830","50","1880","2024-06-02 10:03:59","2024-05-30 15:40:14",""
"Lvs7592","","Nermin ","مش عايزة اي بدايل","490","50","540","2024-06-01 20:59:32","2024-06-01 10:08:07",""
"Lvs7618","","Nermin ","اشترت من الفرع","600","40","640","2024-06-01 20:38:08","2024-06-01 10:08:09",""
"Lvs7598","","Nermin ","ملغي برغبتها","980","80","1060","2024-06-01 20:22:25","2024-06-01 10:08:07",""
"Lvs7544","","Nermin ","ملغي برغبتها","640","50","690","2024-06-01 19:59:13","2024-05-30 15:36:29",""
"Lvs7565","","Nermin ","ملغي","900","50","950","2024-06-01 16:53:58","2024-05-30 16:05:20",""
"Lvs7566","","Nermin ","ملغي","400","50","450","2024-06-01 16:41:48","2024-05-30 16:07:40",""
"Lvs7571","","Nermin ","ملغي برغبة العميلة","530","50","580","2024-06-01 16:38:34","2024-05-30 16:23:15",""
"Lvs7626","","Nermin ","ملغي برغبة العميلة","730","50","780","2024-06-01 16:29:57","2024-06-01 10:08:09",""
"Lvs7583","","Nermin ","ملغي","900","70","970","2024-06-01 16:21:31","2024-05-30 17:37:37",""
"Lvs7580","","Nermin ","ملغي برغبة العميلة","680","50","730","2024-06-01 16:07:32","2024-05-30 17:37:37",""
"Lvs7337","","Nermin ","ملغي برغبة العميلة","280","50","330","2024-06-01 14:56:26","2024-05-29 10:10:50",""
"Lvs7572","","Agamy","متكرر","550","50","600","2024-06-01 14:42:05","2024-05-30 16:44:30",""
"Lvs7483","","Randa","طلب العميلة بالالغاء","940","70","1010","2024-06-01 12:37:05","2024-05-30 01:48:36",""
"Lvs7366","","Nermin ","ملغي","900","50","950","2024-06-01 12:36:04","2024-05-29 14:34:48",""
"Lvs7476","","Nermin ","ملغي برغبة العميلة","195","50","245","2024-06-01 11:33:43","2024-05-30 01:48:36",""
"Lvs6479","","Fatma","ملغي  مكرر","600","40","640","2024-06-01 10:48:50","2024-05-25 10:24:13",""
"Lvs7336","","Randa","Customer changed or canceled order","600","80","680","2024-06-01 10:41:10","2024-05-29 10:10:50",""
"Lvs7606","","Yara","طلب العميلة","450","50","500","2024-06-01 10:37:07","2024-06-01 10:08:09",""
"Lvs7633","","Nermin ","ملغي برغبة العميلة","510","50","560","2024-06-01 10:34:27","2024-06-01 10:08:09",""
"Lvs7343","","Nermin ","ملغي","1070","50","1120","2024-06-01 10:33:53","2024-05-29 10:10:50",""
"Lvs7407","","Nermin ","ملغي","980","50","1030","2024-05-30 16:54:41","2024-05-29 18:19:17",""
"Lvs7358","","Noor","محتاجة نفس اللون","600","75","675","2024-05-30 15:35:10","2024-05-29 10:10:50",""
"Lvs7374","","Noor","رغبة العميلة","375","50","425","2024-05-30 15:31:06","2024-05-29 14:34:48",""
"Lvs7405","","Noor","رغبة العميلة","1200","40","1240","2024-05-30 14:37:01","2024-05-29 15:34:39",""
"Lvs7509","","Nermin ","ملغي","300","50","350","2024-05-30 14:07:50","2024-05-30 10:26:22",""
"Lvs7389","","Noor","رغبة العميلة","300","70","370","2024-05-30 14:04:37","2024-05-29 14:34:48",""
"Lvs7295","","Nermin ","ملغي","600","50","650","2024-05-30 14:02:20","2024-05-29 10:10:48",""
"Lvs7511","","Nermin ","ملغي","710","50","760","2024-05-30 13:31:22","2024-05-30 10:26:22",""
"Lvs7289","","Nermin ","ملغي","320","80","400","2024-05-30 12:47:00","2024-05-29 10:10:48",""
"Lvs7280","","Nermin ","ملغي","300","50","350","2024-05-30 12:38:38","2024-05-29 10:10:48",""
"Lvs7287","","Nermin ","ملغي","450","50","500","2024-05-30 12:36:36","2024-05-29 10:10:48",""
"Lvs7273","","Nermin ","ملغي","600","70","670","2024-05-30 12:33:53","2024-05-28 17:42:40",""
"Lvs7430","","Noor","رغبة العميلة","420","50","470","2024-05-30 11:05:13","2024-05-29 18:19:17",""
"Lvs7319","","Nermin ","ملغي","650","50","700","2024-05-30 10:15:50","2024-05-29 10:10:48",""
"Lvs7206","","Nermin ","ملغي","400","50","450","2024-05-30 10:06:14","2024-05-28 10:14:34",""
"Lvs7165","","Nermin ","ملغي","160","50","210","2024-05-30 09:51:21","2024-05-28 10:14:34",""
"Lvs7251","CUSTOMER","Randa","طلب العميلة بالالغاء","650","0","650","2024-05-29 17:09:30","2024-05-28 15:50:26",""
"Lvs7199","CUSTOMER","Nermin ","ملغي","600","80","680","2024-05-29 15:17:21","2024-05-28 10:14:34",""
"Lvs6813","CUSTOMER","Nermin ","هتشتري من الفرع","370","50","420","2024-05-29 15:11:49","2024-05-26 10:07:48",""
"Lvs7252","CUSTOMER","Nermin ","ملغي","1120","50","1170","2024-05-29 14:03:02","2024-05-28 15:50:26",""
"Lvs6469","CUSTOMER","Nermin ","ملغي","840","50","890","2024-05-29 13:55:06","2024-05-23 11:38:25",""
"Lvs7290","CUSTOMER","Samar","العميله طلبت الغاء الاوردر","300","50","350","2024-05-29 13:23:10","2024-05-29 10:10:48",""
"Lvs7223","CUSTOMER","Nermin ","ملغي","440","80","520","2024-05-29 12:59:00","2024-05-28 15:50:24",""
"Lvs7236","CUSTOMER","Nermin ","ملغي","450","75","525","2024-05-29 12:44:36","2024-05-28 15:50:24",""
"Lvs7230","CUSTOMER","Nermin ","ملغي","450","50","500","2024-05-29 12:42:27","2024-05-28 15:50:24",""
"Lvs6871","CUSTOMER","Nermin ","ملغي","1060","50","1110","2024-05-29 12:11:31","2024-05-26 10:07:49",""
"Lvs7080","DECLINED","Fatma","ملغي استلمت واحد تاني","1180","70","1250","2024-05-29 11:29:17","2024-05-27 16:21:11",""
"Lvs7161","CUSTOMER","Nermin ","ملغي","300","85","385","2024-05-28 21:47:16","2024-05-28 10:14:34",""
"Lvs7152","CUSTOMER","Nermin ","ملغي برغبتها","300","50","350","2024-05-28 21:42:20","2024-05-28 10:14:34",""
"Lvs7164","CUSTOMER","Nermin ","هتشتري من الفرع","430","50","480","2024-05-28 21:06:06","2024-05-28 10:14:34",""
"Lvs7015","CUSTOMER","Nermin ","اشترت من الفرع","3880","50","3930","2024-05-28 21:00:48","2024-05-27 10:05:46",""
"Lvs6231","OTHER","Agamy","0","160","50","210","2024-05-28 18:07:21","2024-05-22 10:30:30",""
"Lvs7110","INVENTORY","Yara","طلب العميلة","450","70","520","2024-05-28 17:44:43","2024-05-28 10:14:32",""
"Lvs7110","INVENTORY","Yara","طلب العميلة","450","70","520","2024-05-28 17:44:42","2024-05-28 10:14:32",""
"Lvs7120","INVENTORY","Yara","طلب العميلة","450","70","520","2024-05-28 17:30:54","2024-05-28 10:14:32",""
"Lvs7136","INVENTORY","Yara","طلب العميلة","390","170","560","2024-05-28 17:15:10","2024-05-28 10:14:32",""
"Lvs7055","CUSTOMER","Nermin ","ملغي","650","50","700","2024-05-28 16:32:49","2024-05-27 16:21:11",""
"Lvs7050","INVENTORY","Yara","طلب العميلة","275","50","325","2024-05-28 16:17:52","2024-05-27 16:21:11",""
"Lvs7082","OTHER","Yara","عملت اوردر اخر","600","50","650","2024-05-28 16:12:12","2024-05-27 16:21:11",""
"Lvs6831","INVENTORY","Yara","مش حابة البديل","685","50","735","2024-05-28 15:56:11","2024-05-26 10:07:48",""
"Lvs6821","INVENTORY","Yara","طلب العميلة","900","50","950","2024-05-28 15:48:38","2024-05-26 10:07:48",""
"Lvs6808","CUSTOMER","Noor","رغبة العميلة","540","70","610","2024-05-28 15:46:42","2024-05-26 10:07:48",""
"Lvs6808","CUSTOMER","Noor","رغبة العميلة","540","70","610","2024-05-28 15:46:33","2024-05-26 10:07:48",""
"Lvs7140","INVENTORY","Noor","القطعة غير متاحة","420","50","470","2024-05-28 15:23:56","2024-05-28 10:14:32",""
"Lvs7012","CUSTOMER","Nermin ","ملغي","510","70","580","2024-05-28 15:15:19","2024-05-27 10:05:46",""
"Lvs7171","CUSTOMER","Nermin ","ملغي","160","50","210","2024-05-28 15:05:36","2024-05-28 10:14:34",""
"Lvs6810","INVENTORY","Yara","طلب العميلة","650","40","690","2024-05-28 15:03:41","2024-05-26 10:07:48",""
"Lvs7173","CUSTOMER","Nermin ","ملغي هتشتري من الفرع","900","50","950","2024-05-28 14:47:17","2024-05-28 10:14:34",""
"Lvs6894","INVENTORY","Yara","طلب العميلة","1210","50","1260","2024-05-28 14:46:31","2024-05-26 10:07:49",""
"Lvs7061","CUSTOMER","Nermin ","ملغي برغبة العميلة","650","50","700","2024-05-28 14:40:40","2024-05-27 16:21:11",""
"Lvs7083","INVENTORY","Yara","طلب العميلة","150","50","200","2024-05-28 14:39:25","2024-05-27 16:21:11",""
"Lvs7081","INVENTORY","Yara","طلب العميلة","330","50","380","2024-05-28 14:34:43","2024-05-27 16:21:11",""
"Lvs7005","CUSTOMER","Nermin ","ملغي","755","50","805","2024-05-28 14:24:47","2024-05-27 10:05:44",""
"Lvs7008","CUSTOMER","Nermin ","ملغي","515","50","565","2024-05-28 14:23:41","2024-05-27 10:05:44",""
"Lvs6688","INVENTORY","Yara","طلب العميلة","640","70","710","2024-05-28 13:49:01","2024-05-25 10:24:33",""
"Lvs7010","CUSTOMER","Nermin ","ملغي","450","85","535","2024-05-28 13:46:48","2024-05-27 10:05:46",""
"Lvs7032","CUSTOMER","Nermin ","ملغي","450","75","525","2024-05-28 13:32:39","2024-05-27 10:05:46",""
"Lvs6965","CUSTOMER","Nermin ","ملغي","320","50","370","2024-05-28 13:21:41","2024-05-27 10:05:44",""
"Lvs7128","OTHER","Agamy","0","250","50","300","2024-05-28 12:12:43","2024-05-28 10:14:32",""
"Lvs6975","OTHER","Agamy","كنسل ف الشيت","900","50","950","2024-05-28 11:39:57","2024-05-27 16:27:34",""
"Lvs7020","CUSTOMER","Nermin ","ملغي اشترت من الفرع","530","50","580","2024-05-28 09:32:00","2024-05-27 10:05:46",""
"Lvs6500","INVENTORY","Yara","طلب العميلة","900","50","950","2024-05-27 17:46:56","2024-05-25 10:24:13",""
"Lvs6952","CUSTOMER","Nermin ","ملغي","250","70","320","2024-05-27 16:38:36","2024-05-26 17:13:08",""
"Lvs6955","INVENTORY","Yara","طلب العميلة","450","80","530","2024-05-27 16:17:29","2024-05-26 17:13:08",""
"Lvs6822","CUSTOMER","Randa","طلب العميلة بالالغاء","950","80","1030","2024-05-27 15:42:14","2024-05-26 10:07:48",""
"Lvs6794","CUSTOMER","Nermin ","ملغي","880","75","955","2024-05-27 15:34:56","2024-05-26 10:07:46",""
"Lvs6971","OTHER","Nermin ","ملغي","450","50","500","2024-05-27 15:23:41","2024-05-27 10:05:44",""
"Lvs5907","CUSTOMER","Nermin ","ملغي برغبة العميلة لظروف شخصية","4765","80","4845","2024-05-27 14:57:02","2024-05-21 13:05:18",""
"Lvs6884","CUSTOMER","Nermin ","ملغي","450","50","500","2024-05-27 14:47:21","2024-05-26 10:07:49",""
"Lvs6753","CUSTOMER","Nermin ","ملغي","920","40","960","2024-05-27 14:28:06","2024-05-25 13:28:27",""
"Lvs6935","INVENTORY","Yara","طلب العميلة","600","50","650","2024-05-27 14:12:06","2024-05-26 17:13:08",""
"Lvs6639","INVENTORY","Yara","مش حابة البديل","760","50","810","2024-05-27 14:01:13","2024-05-25 10:24:28",""
"Lvs6976","INVENTORY","Yara","طلب العميلة","650","80","730","2024-05-27 13:48:32","2024-05-27 10:05:44",""
"Lvs6985","INVENTORY","Yara","طلب العميلة","600","50","650","2024-05-27 13:45:04","2024-05-27 10:05:44",""
"Lvs6974","INVENTORY","Yara","مش حابة البديل","920","80","1000","2024-05-27 13:40:15","2024-05-27 10:05:44",""
"Lvs6792","CUSTOMER","Nermin ","ملغي برغبة العميلة","300","50","350","2024-05-27 13:35:19","2024-05-26 10:07:46",""
"Lvs6951","INVENTORY","Yara","مكرر","1690","50","1740","2024-05-27 13:27:56","2024-05-26 17:13:08",""
"Lvs6942","INVENTORY","Yara","مش حابة البديل","450","50","500","2024-05-27 13:19:54","2024-05-26 17:13:08",""
"Lvs6466","INVENTORY","Yara","طلب العميلة","650","80","730","2024-05-27 13:13:29","2024-05-23 11:38:25",""
"Lvs6958","INVENTORY","Yara","طلب العميلة","900","50","950","2024-05-27 13:11:12","2024-05-27 10:05:42",""
"Lvs6802","INVENTORY","Nermin ","مش عايزة بدايل","150","50","200","2024-05-27 13:07:33","2024-05-26 10:07:48",""
"Lvs6490","OTHER","Agamy","كنسل ف الشيت","980","50","1030","2024-05-27 13:06:13","2024-05-25 10:24:13",""
"Lvs6490","OTHER","Agamy","كنسل ف الشيت","980","50","1030","2024-05-27 13:06:12","2024-05-25 10:24:13",""
"Lvs5921","INVENTORY","Yara","طلب العميلة","300","80","380","2024-05-27 13:05:03","2024-05-19 14:10:21",""
"Lvs6648","INVENTORY","Yara","طلب العميلة","300","50","350","2024-05-27 13:01:46","2024-05-25 10:24:28",""
"Lvs6668","CUSTOMER","Nermin ","ملغي","640","50","690","2024-05-27 12:19:23","2024-05-25 10:24:33",""
"Lvs6824","CUSTOMER","Nermin ","ملغي برغبة العميلة","550","70","470","2024-05-27 10:23:09","2024-05-26 15:34:02",""
"Lvs6593","CUSTOMER","Nermin ","ملغي","495","50","545","2024-05-27 09:26:54","2024-05-25 10:24:24",""
"Lvs6544","OTHER","Agamy","كنسل ف الشيت","900","50","950","2024-05-26 18:21:34","2024-05-25 10:24:18",""
"Lvs6493","INVENTORY","Yara","طلب العميلة","600","50","650","2024-05-26 16:52:14","2024-05-25 10:24:13",""
"Lvs6494","INVENTORY","Yara","طلب العميلة","760","40","800","2024-05-26 16:48:58","2024-05-25 10:24:13",""
"Lvs6504","INVENTORY","Yara","البديل مش  حباه","670","50","720","2024-05-26 16:36:53","2024-05-25 10:24:18",""
"Lvs6504","INVENTORY","Yara","البديل مش  حباه","670","50","720","2024-05-26 16:36:52","2024-05-25 10:24:18",""
"Lvs6839","OTHER","Yara","طلب العميلة","440","70","510","2024-05-26 16:36:06","2024-05-26 10:07:48",""
"Lvs6488","INVENTORY","Fatma","ملغي","400","50","450","2024-05-26 16:35:44","2024-05-25 10:24:13",""
"Lvs6480","INVENTORY","Fatma","ملغي","400","50","450","2024-05-26 16:32:19","2024-05-25 10:24:13",""
"Lvs6777","INVENTORY","Yara","طلب العميلة","720","50","770","2024-05-26 16:06:53","2024-05-25 16:17:53",""
"Lvs6364","INVENTORY","Yara","طلب العميلة","405","80","485","2024-05-26 16:00:11","2024-05-23 10:05:35",""
"Lvs6536","OTHER","Yara","مكرر","795","80","875","2024-05-26 14:22:25","2024-05-25 10:24:18",""
"Lvs6598","OTHER","Agamy","كنسل ف الشيت","275","70","345","2024-05-26 11:02:54","2024-05-25 17:58:33",""
"Lvs6669","INVENTORY","Yara","طلب العميلة","900","50","950","2024-05-26 11:02:35","2024-05-25 10:24:33",""
"Lvs6589","INVENTORY","Yara","طلب العميلة","250","70","320","2024-05-25 17:48:49","2024-05-25 10:24:24",""
"Lvs6592","OTHER","Yara","هتروح الفرع","530","50","580","2024-05-25 17:46:45","2024-05-25 10:24:24",""
"Lvs6575","CUSTOMER","Samar","العميله طلبت الغاء الاوردر","570","70","640","2024-05-25 17:13:24","2024-05-25 10:24:24",""
"Lvs6650","CUSTOMER","Nermin ","ملغي","920","80","1000","2024-05-25 16:43:52","2024-05-25 10:24:28",""
"Lvs6166","CUSTOMER","Nermin ","ملغي مكرر","750","70","820","2024-05-25 16:42:37","2024-05-21 12:08:53",""
"Lvs6041","CUSTOMER","Nermin ","ملغي برغبة العميلة","545","40","585","2024-05-25 15:41:18","2024-05-20 16:20:12",""
"Lvs6602","CUSTOMER","Nermin ","ملغي مكرر","7845","50","7895","2024-05-25 15:36:37","2024-05-25 10:24:24",""
"Lvs6602","CUSTOMER","Nermin ","ملغي مكرر","7845","50","7895","2024-05-25 15:36:31","2024-05-25 10:24:24",""
"Lvs6605","CUSTOMER","Nermin ","ملغي","8415","50","8465","2024-05-25 15:35:23","2024-05-25 10:24:28",""
"Lvs6613","CUSTOMER","Nermin ","ملغي","300","85","385","2024-05-25 15:30:19","2024-05-25 10:24:28",""
"Lvs5908","CUSTOMER","Nermin ","ملغي برغبة العميلة","450","50","500","2024-05-25 15:29:19","2024-05-20 14:33:36",""
"Lvs6164","OTHER","Agamy","0","750","70","820","2024-05-25 15:09:29","2024-05-21 12:08:53",""
"Lvs6726","CUSTOMER","Nermin ","ملغي برغبة العميلة","600","50","650","2024-05-25 14:14:33","2024-05-25 10:24:40",""
"Lvs6392","INVENTORY","Yara","طلب العميلة","660","50","710","2024-05-25 14:11:30","2024-05-23 10:05:35",""
"Lvs6644","OTHER","Agamy","0","1610","50","1660","2024-05-25 12:49:07","2024-05-25 10:24:28",""
"Lvs6644","OTHER","Agamy","0","1610","50","1660","2024-05-25 12:49:01","2024-05-25 10:24:28",""
"Lvs6681","CUSTOMER","Nermin ","ملغي","600","70","670","2024-05-25 12:18:31","2024-05-25 10:24:33",""
"Lvs6684","CUSTOMER","Nermin ","ملغي برغبة العميلة","125","50","175","2024-05-25 12:17:04","2024-05-25 10:24:33",""
"Lvs6619","CUSTOMER","Nermin ","ملغي","600","50","650","2024-05-25 12:08:53","2024-05-25 10:24:28",""
"Lvs6303","OTHER","Agamy","كنسل ف الشيت","990","40","1030","2024-05-25 11:32:02","2024-05-23 15:12:31",""
"Lvs6621","CUSTOMER","Randa","طلب العميلة بالالغاء و هتعمل اوردر تاني","855","50","905","2024-05-25 10:48:12","2024-05-25 10:24:28",""
"Lvs6416","OTHER","Yara","طلب العميلة","650","50","700","2024-05-25 09:40:46","2024-05-23 10:05:37",""
"Lvs6046","CUSTOMER","Nermin ","ملغي برغبة العميلة","450","50","500","2024-05-25 09:31:59","2024-05-20 16:20:12",""
"Lvs6450","OTHER","Agamy","0","120","50","170","2024-05-23 18:31:29","2024-05-23 10:05:37",""
"Lvs6418","INVENTORY","Fatma","ملغي","365","80","445","2024-05-23 17:08:36","2024-05-23 10:05:37",""
"Lvs6414","INVENTORY","Fatma","ملغي برغبه العميله","430","50","480","2024-05-23 16:48:18","2024-05-23 10:05:37",""
"Lvs6437","INVENTORY","Fatma","ملغي  جابت من  مول العرب","460","50","510","2024-05-23 15:20:53","2024-05-23 10:05:37",""
"Lvs6451","INVENTORY","Fatma","ملغي","400","50","450","2024-05-23 15:14:06","2024-05-23 10:05:37",""
"Lvs6382","CUSTOMER","Nermin ","هتشتري من الفرع","750","80","830","2024-05-23 15:13:51","2024-05-23 10:05:35",""
"Lvs6454","CUSTOMER","Nermin ","ملغي","400","50","450","2024-05-23 14:58:44","2024-05-23 10:05:37",""
"Lvs6105","INVENTORY","Fatma","ملغي","660","75","735","2024-05-23 14:44:29","2024-05-21 10:13:13",""
"Lvs6192","INVENTORY","Fatma","ملغي","650","80","730","2024-05-23 14:40:08","2024-05-21 14:55:37",""
"Lvs6267","OTHER","Nermin ","ملغي","300","40","340","2024-05-23 13:37:25","2024-05-22 10:30:30",""
"Lvs6389","CUSTOMER","Nermin ","ملغي","600","50","650","2024-05-23 13:13:41","2024-05-23 10:05:35",""
"Lvs6058","CUSTOMER","Nermin ","ملغي","495","50","545","2024-05-23 12:26:06","2024-05-20 16:20:13",""
"Lvs5919","CUSTOMER","Nermin ","ملغي مكرر","300","50","350","2024-05-23 12:11:28","2024-05-19 14:10:21",""
"Lvs6206","CUSTOMER","Nermin ","ملغي","450","50","500","2024-05-23 11:19:15","2024-05-21 16:47:41",""
"Lvs6280","CUSTOMER","Nermin ","ملغي برغبة العميلة","1320","80","1400","2024-05-23 10:49:58","2024-05-22 10:30:30",""
"Lvs6400","CUSTOMER","Nermin ","ملغي برغبة العميلة","630","50","680","2024-05-23 10:41:08","2024-05-23 10:05:35",""
"Lvs6255","OTHER","Agamy","0","1300","80","1380","2024-05-23 10:25:29","2024-05-22 11:58:38",""
"Lvs6095","OTHER","Agamy","0","350","50","400","2024-05-23 10:24:27","2024-05-22 11:46:10",""
"Lvs6272","INVENTORY","Nermin ","ملغي برغبة العميلة","600","50","650","2024-05-23 09:36:19","2024-05-22 10:30:30",""
"Lvs6214","OTHER","Agamy","ف الجروب","270","80","80","2024-05-22 18:17:19","2024-05-21 16:47:41",""
"Lvs6033","OTHER","Agamy","ف الجروب","600","80","80","2024-05-22 18:16:04","2024-05-20 16:20:12",""
"Lvs6246","OTHER","Agamy","متكرر","1300","50","1350","2024-05-22 16:19:08","2024-05-22 10:30:30",""
