"Order Number ","Reason"," Cancelled By ","Note ","Cancelled Date","Order Date",""
"Lvs10033","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-14 12:17:20","2024-06-13T20:33:01+03:00",""
"Lvs9891","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-14 11:58:38","2024-06-12T16:02:36+03:00",""
"Lvs9929","INVENTORY","Yara","طلب العميلة","2024-06-13 16:42:19","2024-06-12T21:16:30+03:00",""
"Lvs9929","INVENTORY","Yara","طلب العميلة","2024-06-13 16:42:12","2024-06-12T21:16:30+03:00",""
"Lvs9951","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-13 16:40:11","2024-06-13T00:08:48+03:00",""
"Lvs9944","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-13 16:30:44","2024-06-12T22:44:03+03:00",""
"Lvs9637","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-13 16:20:21","2024-06-11T01:10:07+03:00",""
"Lvs8513","OTHER","Yara","طلب العميلة","2024-06-13 15:39:45","2024-06-05T14:44:38+03:00",""
"Lvs9612","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 15:33:07","2024-06-10T22:39:04+03:00",""
"Lvs9537","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 15:30:18","2024-06-10T14:46:41+03:00",""
"Lvs9619","OTHER","Agamy","sheet","2024-06-13 15:28:32","2024-06-10T23:26:44+03:00",""
"Lvs9960","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 14:53:55","2024-06-13T01:58:04+03:00",""
"Lvs9391","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 14:37:24","2024-06-09T22:00:44+03:00",""
"Lvs9763","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 14:28:04","2024-06-11T19:22:32+03:00",""
"Lvs9785","INVENTORY","Yara","طلب العميلة","2024-06-13 13:12:49","2024-06-11T21:54:48+03:00",""
"Lvs9410","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 13:08:24","2024-06-09T23:19:44+03:00",""
"Lvs9623","INVENTORY","Yara","هتروح الفرع","2024-06-13 12:50:20","2024-06-10T23:34:45+03:00",""
"Lvs9604","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 12:44:04","2024-06-10T21:49:50+03:00",""
"Lvs9418","OTHER","Agamy","sheet","2024-06-13 12:29:40","2024-06-10T00:23:53+03:00",""
"Lvs9554","OTHER","Agamy","sheet","2024-06-13 12:08:49","2024-06-10T16:25:59+03:00",""
"Lvs9807","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-13 12:05:00","2024-06-11T23:44:27+03:00",""
"Lvs9806","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-13 12:04:12","2024-06-11T23:41:23+03:00",""
"Lvs9068","INVENTORY","Yara","طلب العميلة","2024-06-13 11:46:31","2024-06-08T12:55:49+03:00",""
"Lvs8914","INVENTORY","Yara","طلب العميلة","2024-06-13 11:42:11","2024-06-07T20:20:00+03:00",""
"Lvs3696","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 11:38:45","2024-05-01T17:06:00+03:00",""
"Lvs9042","INVENTORY","Yara","طلب العميلة","2024-06-13 11:37:57","2024-06-08T09:25:50+03:00",""
"Lvs9754","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 11:31:25","2024-06-11T18:22:02+03:00",""
"Lvs8657","INVENTORY","Yara","طلب العميلة","2024-06-13 11:30:29","2024-06-06T13:06:32+03:00",""
"Lvs9758","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 11:28:17","2024-06-11T18:55:31+03:00",""
"Lvs8796","INVENTORY","Yara","طلب العميلة","2024-06-13 11:27:02","2024-06-07T11:20:23+03:00",""
"Lvs9414","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-13 11:12:25","2024-06-09T23:51:10+03:00",""
"Lvs9936","INVENTORY","Yara","طلب العميلة","2024-06-13 11:05:41","2024-06-12T21:47:30+03:00",""
"Lvs7995","REPEATED_ORDER","Fatma","ملغي","2024-06-13 11:02:49","2024-06-02T04:30:35+03:00",""
"Lvs9593","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-13 10:07:23","2024-06-10T19:54:34+03:00",""
"Lvs9738","CUSTOMER_REQUEST","Randa","القطعة غير متاحة","2024-06-12 16:42:19","2024-06-11T17:01:18+03:00",""
"Lvs8650","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 16:38:55","2024-06-06T12:27:04+03:00",""
"Lvs8649","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-12 16:32:01","2024-06-06T12:23:11+03:00",""
"Lvs9811","BROUGHT_FROM_STORE","Nermin ","ملغي برغبة العميلة","2024-06-12 16:05:48","2024-06-12T00:16:02+03:00",""
"Lvs9693","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 15:55:29","2024-06-11T13:03:38+03:00",""
"Lvs9733","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 15:37:53","2024-06-11T16:39:05+03:00",""
"Lvs9767","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-12 15:28:27","2024-06-11T19:50:47+03:00",""
"Lvs9320","OTHER","Agamy","0","2024-06-12 15:11:18","2024-06-09T16:19:39+03:00",""
"Lvs9667","OTHER","Agamy","0","2024-06-12 15:10:20","2024-06-11T09:13:16+03:00",""
"Lvs9667","OTHER","Agamy","0","2024-06-12 15:10:18","2024-06-11T09:13:16+03:00",""
"Lvs9667","OTHER","Agamy","0","2024-06-12 15:10:12","2024-06-11T09:13:16+03:00",""
"Lvs9673","OTHER","Agamy","sheet","2024-06-12 15:09:38","2024-06-11T09:54:15+03:00",""
"Lvs9692","OTHER","Agamy","sheet","2024-06-12 15:09:06","2024-06-11T13:01:36+03:00",""
"Lvs9755","OTHER","Agamy","sheet","2024-06-12 15:08:17","2024-06-11T18:23:01+03:00",""
"Lvs9730","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 15:00:36","2024-06-11T16:18:04+03:00",""
"Lvs9747","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 14:54:23","2024-06-11T17:34:36+03:00",""
"Lvs9739","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 14:46:55","2024-06-11T17:08:43+03:00",""
"Lvs9740","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-12 14:39:24","2024-06-11T17:17:46+03:00",""
"Lvs9820","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 14:36:07","2024-06-12T01:10:20+03:00",""
"Lvs9332","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-12 14:19:50","2024-06-09T16:57:10+03:00",""
"Lvs9064","INVENTORY","Yara","طلب العميلة","2024-06-12 14:00:47","2024-06-08T12:45:09+03:00",""
"Lvs9791","REPEATED_ORDER","Nermin ","ملغي","2024-06-12 13:46:19","2024-06-11T22:28:39+03:00",""
"Lvs9779","REPEATED_ORDER","Nermin ","ملغي مكرر","2024-06-12 13:45:37","2024-06-11T21:33:43+03:00",""
"Lvs9225","INVENTORY","Yara","طلب العميلة","2024-06-12 13:29:21","2024-06-09T05:39:00+03:00",""
"Lvs9587","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 13:06:42","2024-06-10T19:13:11+03:00",""
"Lvs9420","INVENTORY","Yara","طلب العميلة","2024-06-12 12:45:01","2024-06-10T00:31:54+03:00",""
"Lvs9207","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-12 12:42:32","2024-06-09T01:30:39+03:00",""
"Lvs9729","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 12:41:41","2024-06-11T16:03:32+03:00",""
"Lvs9325","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-12 12:36:10","2024-06-09T16:42:24+03:00",""
"Lvs9490","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-12 12:35:56","2024-06-10T11:17:00+03:00",""
"Lvs9551","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-06-12 12:35:27","2024-06-10T16:09:52+03:00",""
"Lvs9123","OTHER","Agamy","sheet","2024-06-12 12:28:13","2024-06-08T16:40:52+03:00",""
"Lvs9263","OTHER","Agamy","sheet","2024-06-12 12:25:57","2024-06-09T12:36:26+03:00",""
"Lvs9526","OTHER","Agamy","sheet","2024-06-12 12:22:43","2024-06-10T14:21:16+03:00",""
"Lvs9060","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 11:45:44","2024-06-08T11:58:59+03:00",""
"Lvs9287","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 10:47:55","2024-06-09T14:21:23+03:00",""
"Lvs9300","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 10:33:54","2024-06-09T14:59:45+03:00",""
"Lvs9468","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-12 10:25:43","2024-06-10T08:44:04+03:00",""
"Lvs9476","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 10:24:26","2024-06-10T10:04:00+03:00",""
"Lvs8646","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-12 10:13:47","2024-06-06T11:42:57+03:00",""
"Lvs9071","INVENTORY","Yara","طلب العميلة","2024-06-12 09:52:26","2024-06-08T12:59:14+03:00",""
"Lvs9520","OTHER","Agamy","0","2024-06-11 20:12:21","2024-06-10T14:01:09+03:00",""
"Lvs9510","OTHER","Agamy","0","2024-06-11 20:10:57","2024-06-10T12:55:00+03:00",""
"Lvs9492","OTHER","Agamy","0","2024-06-11 20:10:10","2024-06-10T11:20:24+03:00",""
"Lvs9173","OTHER","Agamy","sheet","2024-06-11 18:27:16","2024-06-08T21:29:09+03:00",""
"Lvs9153","OTHER","Agamy","sheet","2024-06-11 18:26:27","2024-06-08T19:19:13+03:00",""
"Lvs9153","OTHER","Agamy","sheet","2024-06-11 18:26:21","2024-06-08T19:19:13+03:00",""
"Lvs9396","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-11 17:16:14","2024-06-09T22:18:53+03:00",""
"Lvs9400","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-11 17:01:49","2024-06-09T22:43:30+03:00",""
"Lvs9350","INVENTORY","Yara","طلب العميلة","2024-06-11 17:00:17","2024-06-09T18:28:50+03:00",""
"Lvs9276","INVENTORY","Nermin ","ملغي برغبة العميلة","2024-06-11 16:48:16","2024-06-09T13:45:33+03:00",""
"Lvs9690","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-11 16:21:24","2024-06-11T12:48:45+03:00",""
"Lvs9305","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة  عملت اوردر تاني","2024-06-11 16:16:04","2024-06-09T15:11:43+03:00",""
"Lvs9516","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-11 16:10:23","2024-06-10T13:29:12+03:00",""
"Lvs9513","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-11 16:07:18","2024-06-10T13:11:48+03:00",""
"Lvs8749","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-11 16:03:29","2024-06-07T00:33:02+03:00",""
"Lvs9467","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-11 15:45:32","2024-06-10T08:42:44+03:00",""
"Lvs9606","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-11 15:29:44","2024-06-10T21:59:40+03:00",""
"Lvs9318","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-11 15:23:16","2024-06-09T16:11:49+03:00",""
"Lvs9321","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-11 15:19:29","2024-06-09T16:30:16+03:00",""
"Lvs9466","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-11 14:20:55","2024-06-10T08:42:42+03:00",""
"Lvs9472","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-11 13:56:32","2024-06-10T09:05:43+03:00",""
"Lvs8653","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-11 13:53:06","2024-06-06T12:55:53+03:00",""
"Lvs9477","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-11 13:45:16","2024-06-10T10:04:54+03:00",""
"Lvs9447","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-11 13:25:19","2024-06-10T04:16:34+03:00",""
"Lvs9312","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-11 09:38:21","2024-06-09T15:45:57+03:00",""
"Lvs9002","OTHER","Yara","طلب العميلة","2024-06-11 09:26:31","2024-06-08T02:22:21+03:00",""
"Lvs9349","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-10 16:35:15","2024-06-09T18:21:16+03:00",""
"Lvs8715","INVENTORY","Yara","طلب العميلة","2024-06-10 16:04:00","2024-06-06T20:30:05+03:00",""
"Lvs9171","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-10 15:49:52","2024-06-08T21:11:40+03:00",""
"Lvs8846","OTHER","Yara","لعدم رد العميلة","2024-06-10 15:48:22","2024-06-07T15:16:10+03:00",""
"Lvs9268","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-10 15:16:57","2024-06-09T12:49:17+03:00",""
"Lvs9212","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-10 14:51:06","2024-06-09T02:13:44+03:00",""
"Lvs9243","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-10 14:18:34","2024-06-09T10:11:24+03:00",""
"Lvs9105","INVENTORY","Yara","طلب العميلة","2024-06-10 11:05:10","2024-06-08T15:49:00+03:00",""
"Lvs8993","INVENTORY","Yara","طلب العميلة","2024-06-10 11:03:30","2024-06-08T01:07:18+03:00",""
"Lvs9296","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-10 10:29:18","2024-06-09T14:54:58+03:00",""
"Lvs9046","INVENTORY","Yara","طلب العميلة","2024-06-10 09:59:35","2024-06-08T10:09:34+03:00",""
"Lvs9061","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها","2024-06-09 21:39:36","2024-06-08T12:25:16+03:00",""
"Lvs9179","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-09 19:34:16","2024-06-08T22:08:21+03:00",""
"Lvs9094","OTHER","Agamy","","2024-06-09 18:48:40","2024-06-08T15:28:17+03:00",""
"Lvs8996","OTHER","Nermin ","ملغي","2024-06-09 16:24:25","2024-06-08T01:17:09+03:00",""
"Lvs9073","INVENTORY","Yara","طلب العميلة","2024-06-09 14:19:06","2024-06-08T13:01:46+03:00",""
"Lvs8917","OTHER","Yara","مكرر","2024-06-09 14:02:42","2024-06-07T20:37:59+03:00",""
"Lvs9148","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-09 12:32:37","2024-06-08T19:00:47+03:00",""
"Lvs8991","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-09 12:06:31","2024-06-08T01:06:03+03:00",""
"Lvs7753","OTHER","Agamy","sheet","2024-06-09 11:59:18","2024-05-31T17:57:52+03:00",""
"Lvs7676","OTHER","Nermin ","ملغي لعدم وجود رد","2024-06-09 11:32:35","2024-05-31T02:27:39+03:00",""
"Lvs8941","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-09 11:26:28","2024-06-07T21:51:12+03:00",""
"Lvs8355","OTHER","Yara","عدم رد العميلة","2024-06-09 10:52:07","2024-06-04T17:36:50+03:00",""
"Lvs9237","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-09 10:45:49","2024-06-09T09:16:42+03:00",""
"Lvs9045","INVENTORY","Yara","طلب العميلة","2024-06-09 09:32:31","2024-06-08T10:02:37+03:00",""
"Lvs8994","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-08 21:40:35","2024-06-08T01:13:32+03:00",""
"Lvs8311","INVENTORY","Yara","طلب العميلة","2024-06-08 21:39:50","2024-06-04T12:00:45+03:00",""
"Lvs8910","INVENTORY","Yara","طلب العميلة","2024-06-08 21:38:09","2024-06-07T20:01:27+03:00",""
"Lvs9038","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-08 21:15:49","2024-06-08T08:57:57+03:00",""
"Lvs8878","OTHER","Yara","هتروح الفرع","2024-06-08 21:03:47","2024-06-07T17:24:58+03:00",""
"Lvs8809","BROUGHT_FROM_STORE","Nermin ","ملغي","2024-06-08 19:45:21","2024-06-07T12:29:38+03:00",""
"Lvs8896","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها","2024-06-08 19:21:42","2024-06-07T19:12:06+03:00",""
"Lvs8977","OTHER","Agamy","sheet","2024-06-08 18:46:56","2024-06-08T00:20:43+03:00",""
"Lvs8977","OTHER","Agamy","sheet","2024-06-08 18:46:56","2024-06-08T00:20:43+03:00",""
"Lvs8843","OTHER","Agamy","sheet","2024-06-08 18:46:31","2024-06-07T15:02:04+03:00",""
"Lvs8864","OTHER","Agamy","sheet","2024-06-08 18:46:09","2024-06-07T16:31:32+03:00",""
"Lvs8712","INVENTORY","Yara","طلب العميلة","2024-06-08 17:13:51","2024-06-06T20:10:38+03:00",""
"Lvs9005","OTHER","Agamy","sheet","2024-06-08 15:57:12","2024-06-08T02:52:23+03:00",""
"Lvs8956","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-08 15:36:23","2024-06-07T23:02:12+03:00",""
"Lvs8660","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-08 14:55:19","2024-06-06T13:16:20+03:00",""
"Lvs8627","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-08 14:32:17","2024-06-06T09:41:35+03:00",""
"Lvs9023","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-08 14:08:00","2024-06-08T04:20:47+03:00",""
"Lvs8970","OTHER","Nermin ","ملغي برغبة العميلة","2024-06-08 14:02:47","2024-06-07T23:52:30+03:00",""
"Lvs8685","OTHER","Yara","طلب العميلة","2024-06-08 13:10:43","2024-06-06T16:27:26+03:00",""
"Lvs8517","OTHER","Agamy","خرج برقم بديل","2024-06-08 13:10:06","2024-06-05T15:22:20+03:00",""
"Lvs8517","OTHER","Agamy","خرج برقم بديل","2024-06-08 13:10:05","2024-06-05T15:22:20+03:00",""
"Lvs8659","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-08 12:21:59","2024-06-06T13:12:19+03:00",""
"Lvs8861","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-08 12:18:42","2024-06-07T16:18:57+03:00",""
"Lvs8862","INVENTORY","Yara","طلب العميلة","2024-06-08 12:14:51","2024-06-07T16:21:37+03:00",""
"Lvs8938","INVENTORY","Yara","طلب العميلة","2024-06-08 12:09:13","2024-06-07T21:47:07+03:00",""
"Lvs8822","INVENTORY","Yara","طلب العميلة","2024-06-08 11:59:28","2024-06-07T13:14:06+03:00",""
"Lvs8850","OTHER","Yara","طلب العميلة","2024-06-08 11:54:25","2024-06-07T15:40:32+03:00",""
"Lvs8785","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-08 11:54:00","2024-06-07T09:31:59+03:00",""
"Lvs8840","OTHER","Yara","طلب العميلة","2024-06-08 11:41:18","2024-06-07T14:33:12+03:00",""
"Lvs8529","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-08 11:33:50","2024-06-05T17:12:30+03:00",""
"Lvs7894","INVENTORY","Yara","طلب العميلة","2024-06-08 11:15:15","2024-06-01T14:59:23+03:00",""
"Lvs8701","INVENTORY","Nermin ","ملغي","2024-06-08 11:15:10","2024-06-06T18:19:59+03:00",""
"Lvs8714","OTHER","Yara","مكرر","2024-06-08 11:02:53","2024-06-06T20:27:07+03:00",""
"Lvs8875","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-08 10:59:56","2024-06-07T17:10:57+03:00",""
"Lvs8325","OTHER","Yara","الرقم غلط","2024-06-08 10:18:27","2024-06-04T13:41:12+03:00",""
"Lvs8692","INVENTORY","Nermin ","ملغي برغبة العميلة","2024-06-08 09:59:19","2024-06-06T17:30:24+03:00",""
"Lvs8457","OTHER","Yara","طلب العميلة","2024-06-08 09:59:18","2024-06-05T03:12:26+03:00",""
"Lvs8366","OTHER","Yara","طلب العميلة","2024-06-07 16:53:36","2024-06-04T18:34:25+03:00",""
"Lvs7958","CUSTOMER_REQUEST","Nermin ","بتقول انها كانت لاغياه ومش عايزاه","2024-06-07 16:20:27","2024-06-01T22:46:14+03:00",""
"Lvs8566","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها","2024-06-07 16:03:35","2024-06-05T20:35:20+03:00",""
"Lvs8537","OTHER","Yara","عملت اوردر جدبد","2024-06-07 15:06:08","2024-06-05T17:52:43+03:00",""
"Lvs8499","OTHER","Yara","طلب العميلة","2024-06-07 14:07:46","2024-06-05T12:30:26+03:00",""
"Lvs8623","OTHER","Yara","طلب العميلة","2024-06-07 14:03:42","2024-06-06T08:36:07+03:00",""
"Lvs8582","INVENTORY","Nermin ","مش عايزة اي بدايل","2024-06-07 13:08:41","2024-06-05T23:06:24+03:00",""
"Lvs8595","INVENTORY","Nermin ","مش عايزة بدايل","2024-06-07 13:07:03","2024-06-06T00:51:36+03:00",""
"Lvs8584","OTHER","Nermin ","ملغي","2024-06-07 12:55:44","2024-06-05T23:17:41+03:00",""
"Lvs7680","OTHER","Yara","طلب العميلة","2024-06-07 12:24:23","2024-05-31T02:46:18+03:00",""
"Lvs8540","OTHER","Yara","طلبت اوردر اخر","2024-06-07 11:39:53","2024-06-05T18:15:50+03:00",""
"Lvs8729","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-07 11:23:10","2024-06-06T22:43:08+03:00",""
"Lvs8718","CUSTOMER_REQUEST","Randa","طلب العميلة","2024-06-07 11:12:09","2024-06-06T21:10:17+03:00",""
"Lvs8573","INVENTORY","Nermin ","ملغي برغبتها","2024-06-07 10:51:31","2024-06-05T21:51:31+03:00",""
"Lvs7721","OTHER","Yara","طلب العميلة","2024-06-06 21:27:42","2024-05-31T13:56:38+03:00",""
"Lvs7340","OTHER","Yara","طلب العميلة","2024-06-06 21:24:41","2024-05-29T00:53:18+03:00",""
"Lvs8539","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-06 17:42:49","2024-06-05T18:03:55+03:00",""
"Lvs8604","BROUGHT_FROM_STORE","Nermin ","ملغي","2024-06-06 17:15:11","2024-06-06T01:31:17+03:00",""
"Lvs8530","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-06 16:37:04","2024-06-05T17:17:51+03:00",""
"Lvs8386","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-06 16:04:15","2024-06-04T20:25:13+03:00",""
"Lvs8323","INVENTORY","Yara","طلب العميلة","2024-06-06 15:24:54","2024-06-04T13:29:31+03:00",""
"Lvs8548","INVENTORY","Yara","مش حابه البديل","2024-06-06 15:21:30","2024-06-05T19:13:55+03:00",""
"Lvs7858","CUSTOMER_REQUEST","Noor","هتشترى من الفرع","2024-06-06 14:29:56","2024-06-01T11:15:56+03:00",""
"Lvs8514","INVENTORY","Yara","طلب العميلة","2024-06-06 14:24:51","2024-06-05T14:48:59+03:00",""
"Lvs7865","OTHER","Yara","طلب العميلة","2024-06-06 14:10:35","2024-06-01T12:30:47+03:00",""
"Lvs8556","INVENTORY","Yara","طلب العميلة","2024-06-06 14:09:20","2024-06-05T19:40:07+03:00",""
"Lvs8419","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-06 13:51:18","2024-06-04T22:47:18+03:00",""
"Lvs8512","INVENTORY","Yara","طلب العميلة","2024-06-06 13:35:55","2024-06-05T14:31:30+03:00",""
"Lvs8424","BROUGHT_FROM_STORE","Yara","هتشتري من الفرع","2024-06-06 13:31:44","2024-06-04T23:08:33+03:00",""
"Lvs8040","OTHER","Agamy","","2024-06-06 13:18:48","2024-06-02T14:02:42+03:00",""
"Lvs8373","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-06 13:14:35","2024-06-04T19:10:32+03:00",""
"Lvs8370","REPEATED_ORDER","Nermin ","ملغي مكرر","2024-06-06 13:08:53","2024-06-04T18:41:33+03:00",""
"Lvs8493","INVENTORY","Yara","طلب العميلة","2024-06-06 13:03:02","2024-06-05T11:48:51+03:00",""
"Lvs8493","INVENTORY","Yara","طلب العميلة","2024-06-06 13:03:02","2024-06-05T11:48:51+03:00",""
"Lvs8368","OTHER","Yara","طلب العميلة","2024-06-06 12:58:12","2024-06-04T18:35:48+03:00",""
"Lvs8445","INVENTORY","Yara","طلب العميلة","2024-06-06 12:43:34","2024-06-05T01:18:42+03:00",""
"Lvs8387","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-06 12:17:17","2024-06-04T20:52:32+03:00",""
"Lvs8475","INVENTORY","Yara","طلب العميلة","2024-06-06 11:58:20","2024-06-05T09:49:24+03:00",""
"Lvs8440","INVENTORY","Yara","مش حابه البديل","2024-06-06 11:41:18","2024-06-05T00:32:28+03:00",""
"Lvs8302","OTHER","Yara","طلب العميلة","2024-06-06 11:24:27","2024-06-04T11:00:17+03:00",""
"Lvs8439","OTHER","Yara","طلب العميلة","2024-06-06 11:19:41","2024-06-05T00:26:18+03:00",""
"Lvs8389","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-06 11:08:06","2024-06-04T21:03:01+03:00",""
"Lvs8538","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-06 10:42:32","2024-06-05T17:59:42+03:00",""
"Lvs8430","INVENTORY","Yara","طلب العميلة","2024-06-06 10:31:20","2024-06-04T23:44:30+03:00",""
"Lvs8476","OTHER","Yara","المقاس صغير","2024-06-05 23:49:06","2024-06-05T09:54:49+03:00",""
"Lvs7746","INVENTORY","Yara","طلب العميلة","2024-06-05 22:47:27","2024-05-31T16:56:23+03:00",""
"Lvs8305","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-05 17:43:18","2024-06-04T11:22:34+03:00",""
"Lvs8301","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-05 17:41:33","2024-06-04T10:34:30+03:00",""
"Lvs8426","INVENTORY","Yara","مش حابة البديل","2024-06-05 17:39:59","2024-06-04T23:13:03+03:00",""
"Lvs8413","INVENTORY","Yara","طلب العميلة","2024-06-05 17:05:40","2024-06-04T22:27:03+03:00",""
"Lvs8409","INVENTORY","Yara","طلب العميلة","2024-06-05 17:00:01","2024-06-04T22:18:10+03:00",""
"Lvs7712","INVENTORY","Yara","طلب العميلة","2024-06-05 16:06:24","2024-05-31T12:55:17+03:00",""
"Lvs8371","INVENTORY","Yara","طلب العميلة","2024-06-05 14:11:08","2024-06-04T18:52:27+03:00",""
"Lvs8348","INVENTORY","Yara","القطعة غير متاحة","2024-06-05 14:07:24","2024-06-04T16:45:59+03:00",""
"Lvs7463","INVENTORY","Yara","طلب العميلة","2024-06-05 13:18:41","2024-05-29T21:42:10+03:00",""
"Lvs7438","CUSTOMER_REQUEST","Fatma","ملغي  لا يوجد  رد","2024-06-05 13:15:42","2024-05-29T19:23:02+03:00",""
"Lvs8210","INVENTORY","Yara","طلب العميلة","2024-06-05 12:48:44","2024-06-03T17:06:32+03:00",""
"Lvs8361","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-05 12:18:51","2024-06-04T18:20:30+03:00",""
"Lvs7856","INVENTORY","Noor","القطع غير متاحة","2024-06-05 12:17:36","2024-06-01T11:05:44+03:00",""
